,BILLED_DATE,ID,SERVICE_type,Unique ID check,NET_AMOUNT,INVOICESTATUS,COLLECTED,APPROVEDDATE,Service Name
241,08-07-2020 15:46,133,Test Service - 31,,800,Settled,08-07-2020 15:46,08-07-2020 15:46,Location 4
242,08-07-2020 15:47,134,Test Service - 31,,720,Settled,08-07-2020 15:47,08-07-2020 15:47,Location 10
243,08-07-2020 15:48,135,Test Service - 33,,1000,Settled,08-07-2020 15:48,08-07-2020 15:48,Location 15
244,08-07-2020 16:26,136,Test Service - 31,,0,Settled,08-07-2020 16:26,08-07-2020 16:26,Location 10
245,08-07-2020 16:42,137,Test Service - 31,,0,Settled,08-07-2020 16:42,08-07-2020 16:42,Location 4
246,08-07-2020 17:06,138,Test Service - 33,,1000,Settled,08-07-2020 17:06,08-07-2020 17:06,Location 12
247,08-07-2020 17:07,139,Test Service - 31,,0,Settled,08-07-2020 17:07,08-07-2020 17:07,Location 4
248,08-07-2020 17:12,140,Test Service - 31,,0,Settled,08-07-2020 17:12,08-07-2020 17:12,Location 4
249,08-07-2020 17:14,141,Test Service - 33,,1000,Settled,08-07-2020 17:14,08-07-2020 17:14,Location 15
250,08-07-2020 17:15,142,Test Service - 31,,800,Settled,08-07-2020 17:15,08-07-2020 17:15,Location 10
251,08-07-2020 17:18,143,Test Service - 31,,800,Settled,08-07-2020 17:18,08-07-2020 17:18,Location 10
252,08-07-2020 17:19,144,Test Service - 31,,800,Settled,08-07-2020 17:19,08-07-2020 17:19,Location 4
253,08-07-2020 17:22,145,Test Service - 31,,720,Settled,08-07-2020 17:22,08-07-2020 17:22,Location 4
254,08-07-2020 17:35,146,Test Service - 31,,0,Settled,08-07-2020 17:35,08-07-2020 17:35,Location 4
255,08-07-2020 17:52,147,Test Service - 38,,0,Settled,08-07-2020 17:52,08-07-2020 17:52,Location 3
256,08-07-2020 17:58,148,Test Service - 31,,800,Settled,08-07-2020 17:58,08-07-2020 17:58,Location 4
257,08-07-2020 18:07,149,Test Service - 31,,0,Settled,08-07-2020 18:07,08-07-2020 18:07,Location 8
258,08-07-2020 18:39,150,Test Service - 31,,800,Settled,08-07-2020 18:39,08-07-2020 18:39,Location 1
259,08-07-2020 18:44,151,Test Service - 33,,1000,Settled,08-07-2020 18:44,08-07-2020 18:44,Location 2
260,08-07-2020 18:52,152,Test Service - 31,,800,Settled,08-07-2020 18:52,08-07-2020 18:52,Location 9
261,08-07-2020 18:54,153,Test Service - 31,,800,Settled,08-07-2020 18:54,08-07-2020 18:54,Location 8
262,08-07-2020 18:56,154,Test Service - 33,,1000,Settled,08-07-2020 18:56,08-07-2020 18:56,Location 2
263,08-07-2020 19:37,155,Test Service - 31,,800,Settled,08-07-2020 19:37,08-07-2020 19:37,Location 8
264,08-07-2020 19:41,156,Test Service - 31,,0,Settled,08-07-2020 19:41,08-07-2020 19:41,Location 8
265,09-07-2020 10:22,157,Test Service - 35,,0,Settled,09-07-2020 10:22,09-07-2020 10:22,Location 14
266,09-07-2020 10:39,158,Test Service - 31,,0,Settled,09-07-2020 10:39,09-07-2020 10:39,Location 8
267,09-07-2020 10:58,159,Test Service - 31,,800,Settled,09-07-2020 10:58,09-07-2020 10:58,Location 8
268,09-07-2020 11:22,160,Test Service - 31,,720,Settled,09-07-2020 11:22,09-07-2020 11:22,Location 8
269,09-07-2020 11:37,161,Test Service - 31,,800,Settled,09-07-2020 11:37,09-07-2020 11:37,Location 9
270,09-07-2020 11:49,162,Test Service - 31,,720,Settled,09-07-2020 11:49,09-07-2020 11:49,Location 9
271,09-07-2020 12:21,163,Test Service - 31,,720,Settled,09-07-2020 12:21,09-07-2020 12:21,Location 8
272,09-07-2020 12:48,164,Test Service - 31,,0,Settled,09-07-2020 12:48,09-07-2020 12:48,Location 8
273,09-07-2020 12:51,165,Test Service - 31,,800,Settled,09-07-2020 12:51,09-07-2020 12:51,Location 9
274,09-07-2020 13:19,166,Test Service - 32,,720,Settled,09-07-2020 13:19,09-07-2020 13:19,Location 13
275,09-07-2020 13:56,167,Test Service - 31,,0,Settled,09-07-2020 13:56,09-07-2020 13:56,Location 1
276,09-07-2020 13:58,168,Test Service - 38,,1000,Settled,09-07-2020 13:58,09-07-2020 13:58,Location 3
277,09-07-2020 14:21,169,Test Service - 34,,0,Settled,09-07-2020 14:21,09-07-2020 14:21,Location 6
278,09-07-2020 14:25,170,Test Service - 31,,0,Settled,09-07-2020 14:25,09-07-2020 14:25,Location 1
279,09-07-2020 14:31,171,Test Service - 31,,0,Settled,09-07-2020 14:31,09-07-2020 14:31,Location 1
280,09-07-2020 15:38,172,Test Service - 31,,0,Settled,09-07-2020 15:38,09-07-2020 15:38,Location 1
281,09-07-2020 15:39,173,Test Service - 31,,720,Settled,09-07-2020 15:39,09-07-2020 15:39,Location 1
282,09-07-2020 16:03,174,Test Service - 37,,1350,Settled,09-07-2020 16:03,09-07-2020 16:03,Location 7
283,09-07-2020 16:08,175,Test Service - 31,,0,Settled,09-07-2020 16:08,09-07-2020 16:08,Location 1
284,09-07-2020 16:44,176,Test Service - 31,,0,Settled,09-07-2020 16:44,09-07-2020 16:44,Location 1
285,09-07-2020 17:57,177,Test Service - 31,,720,Settled,09-07-2020 17:57,09-07-2020 17:57,Location 1
286,09-07-2020 18:04,178,Test Service - 31,,800,Settled,09-07-2020 18:04,09-07-2020 18:04,Location 1
287,09-07-2020 18:09,179,Test Service - 33,,1000,Settled,09-07-2020 18:09,09-07-2020 18:09,Location 15
288,09-07-2020 18:15,180,Test Service - 31,,800,Settled,09-07-2020 18:15,09-07-2020 18:15,Location 1
289,09-07-2020 18:16,181,Test Service - 32,,800,Settled,09-07-2020 18:16,09-07-2020 18:16,Location 13
290,09-07-2020 18:39,182,Test Service - 37,,1500,Settled,09-07-2020 18:39,09-07-2020 18:39,Location 7
291,09-07-2020 18:46,183,Test Service - 31,,0,Cancelled,09-07-2020 18:46,09-07-2020 18:46,Location 1
292,09-07-2020 19:42,184,Test Service - 31,,0,Settled,09-07-2020 19:42,09-07-2020 19:42,Location 4
293,09-07-2020 19:51,185,Test Service - 31,,0,Settled,09-07-2020 19:51,09-07-2020 19:51,Location 4
294,09-07-2020 19:57,186,Test Service - 31,,0,Settled,09-07-2020 19:57,09-07-2020 19:57,Location 4
295,09-07-2020 19:59,187,Test Service - 31,,800,Settled,09-07-2020 19:59,09-07-2020 19:59,Location 1
296,10-07-2020 10:43,188,Test Service - 31,,800,Settled,10-07-2020 10:43,10-07-2020 10:43,Location 8
297,10-07-2020 10:49,189,Test Service - 32,,720,Settled,10-07-2020 10:49,10-07-2020 10:49,Location 13
298,10-07-2020 12:15,190,Test Service - 34,,1080,Settled,10-07-2020 12:15,10-07-2020 12:15,Location 6
299,10-07-2020 13:04,191,Test Service - 31,,0,Settled,10-07-2020 13:04,10-07-2020 13:04,Location 1
300,10-07-2020 14:10,192,Test Service - 31,,800,Settled,10-07-2020 14:10,10-07-2020 14:10,Location 8
301,10-07-2020 15:41,193,Test Service - 31,,800,Settled,10-07-2020 15:41,10-07-2020 15:41,Location 4
302,10-07-2020 15:46,194,Test Service - 31,,800,Settled,10-07-2020 15:46,10-07-2020 15:46,Location 8
303,10-07-2020 15:51,195,Test Service - 31,,720,Settled,10-07-2020 15:51,10-07-2020 15:51,Location 4
304,10-07-2020 16:16,196,Test Service - 38,,1000,Settled,10-07-2020 16:16,10-07-2020 16:16,Location 3
305,10-07-2020 16:21,197,Test Service - 31,,800,Settled,10-07-2020 16:21,10-07-2020 16:21,Location 8
306,10-07-2020 16:24,198,Test Service - 31,,720,Settled,10-07-2020 16:24,10-07-2020 16:24,Location 1
307,10-07-2020 17:07,3,Test Service - 31,,800,Settled,10-07-2020 17:07,10-07-2020 17:07,Location 8
308,10-07-2020 17:14,4,Test Service - 32,,0,Settled,10-07-2020 17:14,10-07-2020 17:14,Location 13
309,10-07-2020 19:12,5,Test Service - 34,,1200,Settled,10-07-2020 19:12,10-07-2020 19:12,Location 6
310,10-07-2020 19:16,6,Test Service - 37,,1350,Settled,10-07-2020 19:16,10-07-2020 19:16,Location 7
311,10-07-2020 19:26,7,Test Service - 31,,800,Settled,10-07-2020 19:26,10-07-2020 19:26,Location 1
312,10-07-2020 19:29,8,Test Service - 38,,1000,Settled,10-07-2020 19:29,10-07-2020 19:29,Location 3
313,10-07-2020 19:30,9,Test Service - 33,,0,Settled,10-07-2020 19:30,10-07-2020 19:30,Location 2
314,11-07-2020 10:45,10,Test Service - 31,,800,Settled,11-07-2020 10:45,11-07-2020 10:45,Location 4
315,11-07-2020 11:14,11,Test Service - 34,,1080,Settled,11-07-2020 11:14,11-07-2020 11:14,Location 6
316,11-07-2020 11:40,12,Test Service - 34,,1080,Settled,11-07-2020 11:40,11-07-2020 11:40,Location 6
317,11-07-2020 12:09,13,Test Service - 33,,1200,Settled,11-07-2020 12:09,11-07-2020 12:09,Location 11
318,11-07-2020 12:15,14,Test Service - 33,,1200,Settled,11-07-2020 12:15,11-07-2020 12:15,Location 11
319,11-07-2020 12:25,15,Test Service - 31,,0,Settled,11-07-2020 12:25,11-07-2020 12:25,Location 4
320,11-07-2020 12:43,16,Test Service - 31,,0,Settled,11-07-2020 12:43,11-07-2020 12:43,Location 10
321,11-07-2020 12:53,17,Test Service - 31,,800,Settled,11-07-2020 12:53,11-07-2020 12:53,Location 10
322,11-07-2020 12:55,18,Test Service - 33,,1200,Settled,11-07-2020 12:55,11-07-2020 12:55,Location 11
323,11-07-2020 13:00,19,Test Service - 31,,800,Settled,11-07-2020 13:00,11-07-2020 13:00,Location 8
324,11-07-2020 13:20,20,Test Service - 37,,1500,Settled,11-07-2020 13:20,11-07-2020 13:20,Location 7
325,11-07-2020 13:58,21,Test Service - 31,,720,Settled,11-07-2020 13:58,11-07-2020 13:58,Location 1
326,11-07-2020 14:00,22,Test Service - 31,,800,Settled,11-07-2020 14:00,11-07-2020 14:00,Location 4
327,11-07-2020 14:26,23,Test Service - 38,,1000,Settled,11-07-2020 14:26,11-07-2020 14:26,Location 3
328,11-07-2020 14:33,24,Test Service - 31,,0,Settled,11-07-2020 14:33,11-07-2020 14:33,Location 10
329,11-07-2020 14:46,25,Test Service - 33,,1000,Settled,11-07-2020 14:46,11-07-2020 14:46,Location 16
330,11-07-2020 14:51,26,Test Service - 34,,1200,Settled,11-07-2020 14:51,11-07-2020 14:51,Location 6
331,11-07-2020 14:54,27,Test Service - 33,,1200,Settled,11-07-2020 14:54,11-07-2020 14:54,Location 11
332,11-07-2020 14:54,28,Test Service - 31,,800,Settled,11-07-2020 14:54,11-07-2020 14:54,Location 10
333,11-07-2020 14:58,29,Test Service - 31,,0,Settled,11-07-2020 14:58,11-07-2020 14:58,Location 10
334,11-07-2020 14:59,30,Test Service - 32,,800,Settled,11-07-2020 14:59,11-07-2020 14:59,Location 13
335,11-07-2020 15:29,31,Test Service - 33,,1200,Settled,11-07-2020 15:29,11-07-2020 15:29,Location 11
336,11-07-2020 16:13,32,Test Service - 34,,1200,Settled,11-07-2020 16:13,11-07-2020 16:13,Location 6
337,11-07-2020 16:27,33,Test Service - 33,,1000,Settled,11-07-2020 16:27,11-07-2020 16:27,Location 15
338,11-07-2020 16:43,34,Test Service - 34,,1200,Settled,11-07-2020 16:43,11-07-2020 16:43,Location 6
339,11-07-2020 16:47,35,Test Service - 33,,0,Settled,11-07-2020 16:47,11-07-2020 16:47,Location 16
340,11-07-2020 17:11,32,Test Service - 33,,1200,Settled,11-07-2020 17:11,11-07-2020 17:11,Location 11
341,11-07-2020 17:18,33,Test Service - 38,,1000,Settled,11-07-2020 17:18,11-07-2020 17:18,Location 3
342,11-07-2020 17:22,34,Test Service - 33,,1200,Settled,11-07-2020 17:22,11-07-2020 17:22,Location 11
343,11-07-2020 17:24,35,Test Service - 31,,800,Settled,11-07-2020 17:24,11-07-2020 17:24,Location 8
344,11-07-2020 17:59,36,Test Service - 33,,0,Settled,11-07-2020 17:59,11-07-2020 17:59,Location 11
345,11-07-2020 18:07,37,Test Service - 33,,1000,Settled,11-07-2020 18:07,11-07-2020 18:07,Location 12
346,11-07-2020 18:09,38,Test Service - 31,,0,Settled,11-07-2020 18:09,11-07-2020 18:09,Location 10
347,11-07-2020 19:23,39,Test Service - 33,,0,Settled,11-07-2020 19:23,11-07-2020 19:23,Location 11
348,11-07-2020 19:28,40,Test Service - 33,,0,Settled,11-07-2020 19:28,11-07-2020 19:28,Location 12
349,11-07-2020 19:39,41,Test Service - 33,,1200,Settled,11-07-2020 19:39,11-07-2020 19:39,Location 11
350,12-07-2020 10:16,42,Test Service - 33,,1000,Settled,12-07-2020 10:16,12-07-2020 10:16,Location 12
351,12-07-2020 10:24,43,Test Service - 33,,0,Settled,12-07-2020 10:24,12-07-2020 10:24,Location 11
352,12-07-2020 10:33,44,Test Service - 31,,800,Settled,12-07-2020 10:33,12-07-2020 10:33,Location 10
353,12-07-2020 10:50,45,Test Service - 33,,1000,Settled,12-07-2020 10:50,12-07-2020 10:50,Location 16
354,12-07-2020 11:01,46,Test Service - 34,,1080,Settled,12-07-2020 11:01,12-07-2020 11:01,Location 6
355,12-07-2020 11:46,47,Test Service - 33,,1200,Pending,12-07-2020 11:46,12-07-2020 11:46,Location 11
356,12-07-2020 11:57,48,Test Service - 33,,1000,Settled,12-07-2020 11:57,12-07-2020 11:57,Location 15
357,12-07-2020 12:19,49,Test Service - 31,,0,Settled,12-07-2020 12:19,12-07-2020 12:19,Location 10
358,12-07-2020 12:22,50,Test Service - 31,,800,Settled,12-07-2020 12:22,12-07-2020 12:22,Location 10
359,12-07-2020 12:28,51,Test Service - 33,,1000,Settled,12-07-2020 12:28,12-07-2020 12:28,Location 12
360,12-07-2020 12:34,52,Test Service - 31,,0,Settled,12-07-2020 12:34,12-07-2020 12:34,Location 10
361,12-07-2020 12:36,53,Test Service - 38,,-1000,Cancelled,12-07-2020 12:36,12-07-2020 12:36,Location 3
362,12-07-2020 12:41,54,Test Service - 38,,1000,Settled,12-07-2020 12:41,12-07-2020 12:41,Location 3
363,12-07-2020 12:51,55,Test Service - 31,,0,Settled,12-07-2020 12:51,12-07-2020 12:51,Location 9
364,12-07-2020 12:51,56,Test Service - 31,,0,Settled,12-07-2020 12:51,12-07-2020 12:51,Location 9
365,12-07-2020 12:53,57,Test Service - 32,,800,Settled,12-07-2020 12:53,12-07-2020 12:53,Location 13
366,12-07-2020 13:04,58,Test Service - 31,,720,Settled,12-07-2020 13:04,12-07-2020 13:04,Location 9
367,12-07-2020 13:06,59,Test Service - 31,,800,Settled,12-07-2020 13:06,12-07-2020 13:06,Location 9
368,12-07-2020 13:57,60,Test Service - 31,,800,Settled,12-07-2020 13:57,12-07-2020 13:57,Location 9
369,12-07-2020 13:58,61,Test Service - 33,,0,Settled,12-07-2020 13:58,12-07-2020 13:58,Location 2
370,12-07-2020 14:16,62,Test Service - 31,,0,Settled,12-07-2020 14:16,12-07-2020 14:16,Location 9
371,12-07-2020 14:26,63,Test Service - 31,,800,Settled,12-07-2020 14:26,12-07-2020 14:26,Location 9
372,12-07-2020 14:36,64,Test Service - 31,,800,Settled,12-07-2020 14:36,12-07-2020 14:36,Location 9
373,12-07-2020 14:52,65,Test Service - 31,,720,Settled,12-07-2020 14:52,12-07-2020 14:52,Location 1
374,12-07-2020 14:56,66,Test Service - 33,,1000,Settled,12-07-2020 14:56,12-07-2020 14:56,Location 16
375,12-07-2020 15:06,67,Test Service - 31,,800,Settled,12-07-2020 15:06,12-07-2020 15:06,Location 1
376,12-07-2020 15:18,68,Test Service - 31,,0,Settled,12-07-2020 15:18,12-07-2020 15:18,Location 9
377,12-07-2020 15:51,69,Test Service - 31,,800,Settled,12-07-2020 15:51,12-07-2020 15:51,Location 9
378,12-07-2020 15:55,70,Test Service - 33,,1000,Settled,12-07-2020 15:55,12-07-2020 15:55,Location 12
379,12-07-2020 15:59,71,Test Service - 31,,720,Settled,12-07-2020 15:59,12-07-2020 15:59,Location 1
380,12-07-2020 16:17,72,Test Service - 31,,0,Settled,12-07-2020 16:17,12-07-2020 16:17,Location 1
381,12-07-2020 16:26,73,Test Service - 31,,720,Settled,12-07-2020 16:26,12-07-2020 16:26,Location 1
382,12-07-2020 16:30,74,Test Service - 31,,0,Settled,12-07-2020 16:30,12-07-2020 16:30,Location 1
383,12-07-2020 16:43,75,Test Service - 31,,800,Settled,12-07-2020 16:43,12-07-2020 16:43,Location 1
384,12-07-2020 16:54,76,Test Service - 31,,0,Settled,12-07-2020 16:54,12-07-2020 16:54,Location 1
385,12-07-2020 17:11,77,Test Service - 33,,0,Settled,12-07-2020 17:11,12-07-2020 17:11,Location 16
386,12-07-2020 17:17,78,Test Service - 33,,1000,Settled,12-07-2020 17:17,12-07-2020 17:17,Location 12
387,12-07-2020 18:05,79,Test Service - 31,,0,Settled,12-07-2020 18:05,12-07-2020 18:05,Location 8
388,12-07-2020 18:37,80,Test Service - 31,,800,Settled,12-07-2020 18:37,12-07-2020 18:37,Location 1
389,12-07-2020 18:51,81,Test Service - 33,,1000,Settled,12-07-2020 18:51,12-07-2020 18:51,Location 15
390,12-07-2020 19:09,82,Test Service - 31,,0,Settled,12-07-2020 19:09,12-07-2020 19:09,Location 1
391,12-07-2020 19:22,83,Test Service - 31,,0,Settled,12-07-2020 19:22,12-07-2020 19:22,Location 1
392,12-07-2020 19:36,84,Test Service - 31,,720,Settled,12-07-2020 19:36,12-07-2020 19:36,Location 1
393,12-07-2020 19:39,85,Test Service - 31,,800,Settled,12-07-2020 19:39,12-07-2020 19:39,Location 1
394,12-07-2020 19:41,86,Test Service - 33,,1000,Settled,12-07-2020 19:41,12-07-2020 19:41,Location 15
395,12-07-2020 19:43,87,Test Service - 38,,1000,Settled,12-07-2020 19:43,12-07-2020 19:43,Location 3
396,12-07-2020 19:44,88,Test Service - 31,,800,Settled,12-07-2020 19:44,12-07-2020 19:44,Location 1
397,12-07-2020 19:45,89,Test Service - 38,,1000,Settled,12-07-2020 19:45,12-07-2020 19:45,Location 3
398,12-07-2020 19:49,90,Test Service - 33,,1000,Settled,12-07-2020 19:49,12-07-2020 19:49,Location 15
399,13-07-2020 09:56,11,Test Service - 31,,-720,Cancelled,13-07-2020 09:56,13-07-2020 09:56,Location 1
400,13-07-2020 10:05,12,Test Service - 31,,720,Settled,13-07-2020 10:05,13-07-2020 10:05,Location 8
401,13-07-2020 10:05,13,Test Service - 33,,1000,Settled,13-07-2020 10:05,13-07-2020 10:05,Location 2
402,13-07-2020 10:28,14,Test Service - 31,,800,Settled,13-07-2020 10:28,13-07-2020 10:28,Location 10
403,13-07-2020 10:57,15,Test Service - 31,,720,Settled,13-07-2020 10:57,13-07-2020 10:57,Location 10
404,13-07-2020 11:34,16,Test Service - 31,,0,Settled,13-07-2020 11:34,13-07-2020 11:34,Location 10
405,13-07-2020 12:30,17,Test Service - 31,,0,Settled,13-07-2020 12:30,13-07-2020 12:30,Location 10
406,13-07-2020 12:37,18,Test Service - 31,,800,Settled,13-07-2020 12:37,13-07-2020 12:37,Location 10
407,13-07-2020 12:46,19,Test Service - 38,,1000,Settled,13-07-2020 12:46,13-07-2020 12:46,Location 3
408,13-07-2020 13:22,20,Test Service - 38,,1000,Settled,13-07-2020 13:22,13-07-2020 13:22,Location 3
409,13-07-2020 14:14,21,Test Service - 31,,0,Settled,13-07-2020 14:14,13-07-2020 14:14,Location 10
410,13-07-2020 14:38,22,Test Service - 31,,0,Settled,13-07-2020 14:38,13-07-2020 14:38,Location 1
411,13-07-2020 16:15,23,Test Service - 31,,0,Settled,13-07-2020 16:15,13-07-2020 16:15,Location 1
412,13-07-2020 16:34,24,Test Service - 31,,800,Settled,13-07-2020 16:34,13-07-2020 16:34,Location 1
413,13-07-2020 16:45,25,Test Service - 31,,800,Settled,13-07-2020 16:45,13-07-2020 16:45,Location 10
414,13-07-2020 16:46,26,Test Service - 31,,800,Settled,13-07-2020 16:46,13-07-2020 16:46,Location 1
415,13-07-2020 17:36,27,Test Service - 31,,800,Settled,13-07-2020 17:36,13-07-2020 17:36,Location 1
416,13-07-2020 18:45,28,Test Service - 32,,0,Settled,13-07-2020 18:45,13-07-2020 18:45,Location 13
417,13-07-2020 19:05,29,Test Service - 38,,1000,Settled,13-07-2020 19:05,13-07-2020 19:05,Location 3
418,13-07-2020 19:10,30,Test Service - 31,,800,Settled,13-07-2020 19:10,13-07-2020 19:10,Location 1
419,13-07-2020 19:23,31,Test Service - 31,,600,Settled,13-07-2020 19:23,13-07-2020 19:23,Location 1
420,13-07-2020 19:25,32,Test Service - 31,,800,Settled,13-07-2020 19:25,13-07-2020 19:25,Location 1
421,13-07-2020 19:33,33,Test Service - 31,,720,Settled,13-07-2020 19:33,13-07-2020 19:33,Location 1
422,13-07-2020 19:41,34,Test Service - 31,,800,Settled,13-07-2020 19:41,13-07-2020 19:41,Location 1
423,13-07-2020 19:46,35,Test Service - 31,,720,Settled,13-07-2020 19:46,13-07-2020 19:46,Location 1
424,14-07-2020 11:02,36,Test Service - 31,,720,Settled,14-07-2020 11:02,14-07-2020 11:02,Location 1
425,14-07-2020 11:12,37,Test Service - 31,,800,Settled,14-07-2020 11:12,14-07-2020 11:12,Location 1
426,14-07-2020 11:25,38,Test Service - 31,,800,Settled,14-07-2020 11:25,14-07-2020 11:25,Location 1
427,14-07-2020 12:09,39,Test Service - 31,,800,Settled,14-07-2020 12:09,14-07-2020 12:09,Location 1
428,14-07-2020 12:33,40,Test Service - 31,,720,Settled,14-07-2020 12:33,14-07-2020 12:33,Location 4
429,14-07-2020 12:38,41,Test Service - 31,,0,Settled,14-07-2020 12:38,14-07-2020 12:38,Location 4
430,14-07-2020 13:16,42,Test Service - 31,,0,Settled,14-07-2020 13:16,14-07-2020 13:16,Location 4
431,14-07-2020 13:35,43,Test Service - 31,,0,Settled,14-07-2020 13:35,14-07-2020 13:35,Location 4
432,14-07-2020 13:37,44,Test Service - 31,,0,Settled,14-07-2020 13:37,14-07-2020 13:37,Location 4
433,14-07-2020 14:00,45,Test Service - 31,,0,Settled,14-07-2020 14:00,14-07-2020 14:00,Location 4
434,14-07-2020 14:23,46,Test Service - 31,,0,Settled,14-07-2020 14:23,14-07-2020 14:23,Location 4
435,14-07-2020 14:45,47,Test Service - 31,,0,Settled,14-07-2020 14:45,14-07-2020 14:45,Location 4
436,14-07-2020 14:47,48,Test Service - 31,,0,Settled,14-07-2020 14:47,14-07-2020 14:47,Location 4
437,14-07-2020 14:51,49,Test Service - 31,,0,Settled,14-07-2020 14:51,14-07-2020 14:51,Location 4
438,14-07-2020 14:58,50,Test Service - 31,,0,Settled,14-07-2020 14:58,14-07-2020 14:58,Location 4
439,14-07-2020 15:18,51,Test Service - 31,,800,Settled,14-07-2020 15:18,14-07-2020 15:18,Location 4
440,14-07-2020 15:24,52,Test Service - 31,,0,Settled,14-07-2020 15:24,14-07-2020 15:24,Location 4
441,14-07-2020 15:37,53,Test Service - 31,,800,Settled,14-07-2020 15:37,14-07-2020 15:37,Location 4
442,14-07-2020 15:37,54,Test Service - 38,,1000,Settled,14-07-2020 15:37,14-07-2020 15:37,Location 3
443,14-07-2020 16:22,55,Test Service - 31,,720,Settled,14-07-2020 16:22,14-07-2020 16:22,Location 4
444,14-07-2020 16:29,56,Test Service - 33,,1000,Settled,14-07-2020 16:29,14-07-2020 16:29,Location 2
445,14-07-2020 16:33,57,Test Service - 31,,800,Settled,14-07-2020 16:33,14-07-2020 16:33,Location 1
446,14-07-2020 16:35,58,Test Service - 33,,1000,Settled,14-07-2020 16:35,14-07-2020 16:35,Location 2
447,14-07-2020 16:41,59,Test Service - 31,,720,Settled,14-07-2020 16:41,14-07-2020 16:41,Location 4
448,14-07-2020 17:19,60,Test Service - 38,,0,Settled,14-07-2020 17:19,14-07-2020 17:19,Location 3
449,14-07-2020 18:49,61,Test Service - 38,,1000,Settled,14-07-2020 18:49,14-07-2020 18:49,Location 3
450,14-07-2020 18:58,62,Test Service - 31,,800,Settled,14-07-2020 18:58,14-07-2020 18:58,Location 1
451,14-07-2020 18:58,63,Test Service - 31,,800,Settled,14-07-2020 18:58,14-07-2020 18:58,Location 1
452,14-07-2020 19:12,64,Test Service - 31,,0,Settled,14-07-2020 19:12,14-07-2020 19:12,Location 8
453,14-07-2020 19:29,65,Test Service - 31,,720,Settled,14-07-2020 19:29,14-07-2020 19:29,Location 8
454,14-07-2020 19:39,66,Test Service - 33,,1000,Settled,14-07-2020 19:39,14-07-2020 19:39,Location 2
455,14-07-2020 19:45,67,Test Service - 31,,0,Settled,14-07-2020 19:45,14-07-2020 19:45,Location 8
456,14-07-2020 19:47,68,Test Service - 31,,0,Settled,14-07-2020 19:47,14-07-2020 19:47,Location 1
457,15-07-2020 10:19,69,Test Service - 31,,0,Settled,15-07-2020 10:19,15-07-2020 10:19,Location 8
458,15-07-2020 10:27,70,Test Service - 31,,0,Settled,15-07-2020 10:27,15-07-2020 10:27,Location 8
459,15-07-2020 10:55,71,Test Service - 31,,720,Settled,15-07-2020 10:55,15-07-2020 10:55,Location 1
460,15-07-2020 11:00,72,Test Service - 31,,800,Settled,15-07-2020 11:00,15-07-2020 11:00,Location 1
461,15-07-2020 11:27,73,Test Service - 31,,800,Settled,15-07-2020 11:27,15-07-2020 11:27,Location 1
462,15-07-2020 12:06,74,Test Service - 31,,800,Settled,15-07-2020 12:06,15-07-2020 12:06,Location 8
463,15-07-2020 12:07,75,Test Service - 31,,800,Settled,15-07-2020 12:07,15-07-2020 12:07,Location 8
464,15-07-2020 12:22,76,Test Service - 33,,1000,Settled,15-07-2020 12:22,15-07-2020 12:22,Location 16
465,15-07-2020 12:24,77,Test Service - 38,,1000,Settled,15-07-2020 12:24,15-07-2020 12:24,Location 3
466,15-07-2020 12:27,78,Test Service - 31,,800,Settled,15-07-2020 12:27,15-07-2020 12:27,Location 1
467,15-07-2020 13:15,79,Test Service - 38,,1000,Settled,15-07-2020 13:15,15-07-2020 13:15,Location 3
468,15-07-2020 13:23,80,Test Service - 31,,800,Settled,15-07-2020 13:23,15-07-2020 13:23,Location 1
469,15-07-2020 13:27,81,Test Service - 38,,0,Settled,15-07-2020 13:27,15-07-2020 13:27,Location 3
470,15-07-2020 13:39,82,Test Service - 38,,1000,Settled,15-07-2020 13:39,15-07-2020 13:39,Location 3
471,15-07-2020 14:53,83,Test Service - 31,,800,Settled,15-07-2020 14:53,15-07-2020 14:53,Location 10
472,15-07-2020 15:02,84,Test Service - 31,,720,Settled,15-07-2020 15:02,15-07-2020 15:02,Location 10
473,15-07-2020 15:17,85,Test Service - 31,,720,Settled,15-07-2020 15:17,15-07-2020 15:17,Location 10
474,15-07-2020 15:41,86,Test Service - 31,,0,Settled,15-07-2020 15:41,15-07-2020 15:41,Location 10
475,15-07-2020 16:07,87,Test Service - 34,,1080,Settled,15-07-2020 16:07,15-07-2020 16:07,Location 6
476,15-07-2020 16:44,88,Test Service - 34,,0,Settled,15-07-2020 16:44,15-07-2020 16:44,Location 6
477,15-07-2020 16:54,89,Test Service - 31,,720,Settled,15-07-2020 16:54,15-07-2020 16:54,Location 10
478,15-07-2020 16:56,90,Test Service - 31,,800,Settled,15-07-2020 16:56,15-07-2020 16:56,Location 1
479,15-07-2020 17:05,91,Test Service - 31,,0,Settled,15-07-2020 17:05,15-07-2020 17:05,Location 5
480,15-07-2020 17:08,92,Test Service - 31,,800,Settled,15-07-2020 17:08,15-07-2020 17:08,Location 10
481,15-07-2020 17:34,93,Test Service - 31,,0,Settled,15-07-2020 17:34,15-07-2020 17:34,Location 5
482,15-07-2020 17:45,94,Test Service - 31,,800,Settled,15-07-2020 17:45,15-07-2020 17:45,Location 10
483,15-07-2020 19:03,95,Test Service - 31,,800,Settled,15-07-2020 19:03,15-07-2020 19:03,Location 5
